"Logo","Name","Sector","Year Founded","Label Date","Website","Summary","Founders","Email","Phone"
"undefined","QualiFour","Advanced Manufacturing & Robotics","2020","03/2020","","Development of a cloud-based database for data quality management in Industry 4.0","Mohamed KADDECHMehdi BOUDHRAA","n.a.","n.a."
"undefined","Bridges S.A","Business Software and services","2020","03/2021","","Bridges is a cloud-based digitalization solution for the management of the insurance industry's healthcare branch.","Mahmoud Aljan","n.a.","n.a."
"undefined","ZOLFA","Business Software and services","2020","04/2020","","ZOLFA Electronics designs and manufactures various electronic and automatic systems, including electronic devices that can be programmed directly with an Arabic programming language, at both low and high levels.","JRIDI Adel","omegatec@planet.tn","50333141"
"undefined","Z healthcare","HealthTech","2020","02/2021","","Z healthcare offers a medical 3D printing and processing service for orthopedic and prosthetic products.","Haythem ZouaouiMohamed Riadh BharKhadija mMahjoubTaha Hamdani","n.a.","n.a."
"undefined","Domicilier.tn","Business Software and services","2020","11/2021","","A 100% online direct debit solution based on electronic signature and a mobile application to view mail in real time","Aymen MokademHaykel Ben othman","n.a.","n.a."
"undefined","rahba.tn","Agritech","2017","08/2019","","Rahba.tn is an online space dedicated to professionals in the agricultural industry. You can find all the products and equipments, new or second hand.","Mahmoud Aboulrob","n.a.","n.a."
"undefined","Idara Tn","Consumer products and services","2018","09/2019","","Idara.tn is a web and mobile platform that explains all administrative procedures, thus facilitating the daily life of Tunisians.","Jelassi Mohamed AmineBaklouti BassemBen Salah SlimNouri Houssem Eddine","n.a.","n.a."
"undefined","Healthcare Anywhere","HealthTech","2018","05/2019","","WorldWide Web portal + Mobile App for individuals, the objective is to digitize and manage one's own health data (Medical Records) in a new, secure way, anywhere World social network specialized in health.","Fadoua Ben Rejeb OuerdianeImed Elabed","n.a.","n.a."
"undefined","Quantylix Risk & Data","Fintech","2020","06/2020","","Quantylix Risk & DATA is a RegTech. It develops innovative solutions to better meet the regulatory and prudential requirements of financial institutions mainly.","Hamza AmiriMoez HammamiMohamed Bessa","n.a.","n.a."
"undefined","Hand & Crafts","Commerce and shopping","2019","06/2020","","Hand&Crafts is an e-commerce platform that highlights the work of Tunisian rural women and offers a wide range of handicrafts such as tableware, jewelry, carpets, ceramics, interior decoration and textiles.","Asma BayouliAmeni Ben Hmida","n.a.","n.a."
"undefined","Pas Comme Eux","Business Software and services","2023","05/2023","","Pas Comme Eux is a creative company focused on durability, operating from Tunis, Tunisia . We work in every aspect of modern entertainment-with recording artists and producers, songwriters and athletes. We are a full-service organization, supporting our diverse roster of talent via artist management, music publishing, touring, production, strategic brand development and beyond. Pas Comme Eux offer experts in artist management, technology, fashion, and philanthropy, redefining the business of entertainment.","Ahmed Bahaeddine AbdelwahedGhofrane Amdouni","contactpascommeeux@gmail.com","22177830"
"undefined","HOPE HORIZON","HealthTech","2020","03/2021","","Hope horizons develops the ANNA product, composed of 4 modules: COVID 19 prediction, Emergency diagnosis, Medical prescription and Non Invasive Ventilation (NIV) Optimization. ANNA is a set of AI-based modules that aim to reduce the risk of human error.","Raouf Ben AissaYoussef Zied ElhechmiMohamed Aziz BelaweidMohamed Wassim BenzartiNajla Ghrairi","n.a.","n.a."
"undefined","Foodealz","Commerce and shopping","2019","01/2020","","Foodealz is a mobile application offering short term daily coupons near users specialized in the restaurant and food retail sector with the mission to remedy food waste and strengthen the Tunisian purchasing power.","Rim ElfahemIskander ELameri","n.a.","n.a."
"undefined","CarHuB-TI","Mobility","2020","03/2021","","CarHuB-TI is an IOT- WEB solution for managing car fleets while providing online car diagnostics and failure prediction.","Yassine AjiliNidhal Akrout","n.a.","n.a."
"undefined","Barbecha","Commerce and shopping","2020","10/2020","","Barbecha is an online platform that allows young women and men to shop eco-responsibly through the purchase of second hand, recycled or/and personalized clothing and accessories.","Ines SoyahZeineb BouassidaChiheb Karoui","n.a.","n.a."
"undefined","SMARTY","EdTech","2022","08/2022","","SMARTY is an edutainment application with augmented reality technology for kids under 12 years old (K12). We integrate learning goals with the main games and activities offered.","Marwa SoukiMayssa Souki","contact@smarty.tn","n.a."
"undefined","Market360Degrees","Business Software and services","2021","07/2021","","Market360Degrees provides solutions for sellers on e-commerce sites, tracking their products and analyzing prices and reputation.","Ghassen SelmiAmen Eddine MiliHoussam JedidiRene SehiJoerg FunderGuenter Althaus","n.a.","n.a."
"undefined","Athena-IO","Ad Tech and Creative Tech","2019","12/2019","","Onboard (product of the startup ATHENA iO) works to transform product manuals from their textual state to an intelligent and immersive 3D format, offering manufacturers instant and efficient technical customer support.","Safwen BoualiCherif RedissiAmine Troudi","n.a.","n.a."
"undefined","khalta","Ad Tech and Creative Tech","2017","05/2020","","Khalta is a design studio founded in 2017 by two young architects Designer: Molka AYADI and Imen FARAH.                              We design and manufacture decorative items, furniture, lighting based on a special mixture of fiber concrete.                              Our manufacturing is 100% Tunisian made in our workshop.","Molka AyadiImen Farah","n.a.","n.a."
"undefined","Healthy & Bnin","FoodTech & New Food","2020","03/2021","","Healthy & Bnin produces natural, healthy and additive-free snacks using local Tunisian products","Soumaya Atoui","n.a.","n.a."
"undefined","PALMOTEK.COM","Agritech","2021","06/2022","","Palmotek is helping small and medium size farmers to achieve better management of their water resources thanks to our smart, plug and play and affordable solution.","Mohamed CherifiJaballah Rafik","contact@plamotek.com","+21693115755"
"undefined","khallasli","Fintech","2022","07/2022","","Khallasli is a payment aggregator offering a wide range of financial and digital products and services accessible via: POS : Point of Sales / Web / Mobile / Self-Service Kiosk,allowing professionals and small local businesses to carry out any type of purchase of product and payment of financial or banking services","Chakchouk KhatibHoussem Sandli","n.a.","n.a."
"undefined","EVOCRAFT","EdTech","2018","09/2019","","EVOCRAFT is a technology startup that manufactures didactic robotic solutions using the latest manufacturing technologies such as 3D printing and laser cutting.","Ali Belhaj ZahiHaythem DabbabiImen Hajji","n.a.","n.a."
"undefined","FABSKILL","Business Software and services","2018","06/2019","","FABSKILL offers recruiters a web platform for the digital management of recruitment processes using new technologies and artificial intelligence.","Sofiene MabroukBechir AfifiMohamed BenSfar","n.a.","n.a."
"undefined","DEEPERA","Fintech","2019","06/2019","","DEEPERA is a FinTech. Its objective is to democratize finance by offering ""Investment advisory for everyone!"" thanks to AI models.","Faouzi MoussaMustapha Boughzou","n.a.","n.a."
"undefined","DeVolution studio","EdTech","2019","08/2019","","A language learning application for children using interactive cartoons, exercises and games, with content adapted for dyslexic children.","Hidayet AyadiSeifeddine Ben AchourOualid Khayatti","n.a.","n.a."
"undefined","Tashfeen","Business Software and services","2020","12/2020","","Tashfeen develops software and applications in civil and mechanical engineering. Its target customers are design offices, universities and contractors.","Wafi BouassidaMounir Bouassida","n.a.","n.a."
"undefined","SOLIXY","Business Software and services","2017","12/2019","","SOLIXY is a smart store. We develop innovative solutions based on Artificial Intelligence for the retail sector.","Haythem KhalifaSalem KhalifaBéchir Yahia","n.a.","n.a."
"undefined","Société STBI","Ad Tech and Creative Tech","2011","06/2019","","Production of interactive kiosks and programming of related software: intelligent queue management systems, digital signage systems and community wifi deployment.","Sofiene Horrigue","n.a.","n.a."
"undefined","AirGraph","Advanced Manufacturing & Robotics","2019","12/2020","","Aerobot, with the AirGraph project, is dedicated to the design and development of a drone system whose objective is to measure air pollution of all types in order to be used on a digital map.","Ghayth BouagilaLafaifia RiadhEdouard GuilhotDaniel Bollinger","n.a.","n.a."
"undefined","Medquick","HealthTech","2020","02/2021","","Medquick is a marketplace in the medical sector specializing in the sale of medical devices in units and in bulk.","Ahmed TurkiMustapha Turki","n.a.","n.a."
"undefined","InstaDeep","Business Software and services","2014","06/2019","","InstaDeep offers AI solutions for the enterprise and AI decision support products for several sectors such as logistics and mobility.","Karim BeguirZohra Slim","n.a.","n.a."
"undefined","arsela","Business Software and services","2019","08/2019","","Arsela aims to develop intelligent platforms that contribute to the improvement of the quality of life of its users.","Ines HafiAchref Ben OuannesAhmed Ben Zineb","n.a.","n.a."
"undefined","ilboursa.com","Ad Tech and Creative Tech","2012","05/2019","","The objective of ilboursa is to develop the leading and reference media in Finance.","Ismail Ben SassiRodolphe Villaes","n.a.","n.a."
"undefined","SmarDac","Environment","2021","08/2022","","SmarDac is an all-in-one online platform which provides a one click solution for the energy operators to manage their asset efficiently (Monitor, Control, maintain, simulate ...)","Mehdi Ben AbdallahJawhar Ben AbdallahGhassen Alibi","mbenabdallah@hotmail.com","20009868"
"undefined","Expert Team Tunisie","EdTech","2017","03/2021","","Expert Team Tunisia is a continuous training center in the fields of software testing, project management and requirements engineering. The solution adopts the e-learning approach by organizing online training sessions and also by designing a platform ""Expertest"" which is intended for candidates wishing to train to pass the ISTQB, IQBBA, Selenium and Agile certifications to test their skills.","Salah El Amami","n.a.","n.a."
"undefined","SF Technologies","Fintech","2019","06/2019","","Sobflous is an electronic wallet (web and mobile) that offers users phone recharge, money transfer, merchant payment and bill payment services.","Mohamed Taher Hammami","n.a.","n.a."
"undefined","The Package Center","Real Estate Tech","2022","05/2023","","The Package Center, Inc. offers the best technology available to make delivering, storing, and receiving packages at your residence or office convenient, secure, and timely.  The Package Center, Inc.’s smart Lockers, website interface, mobile app and proprietary software offer a convenient, secure, and electronically managed solution to an ever-growing and multifaceted problem.","Souheil Sassi","souheil.sassi@packagecenter.com","0013525629523"
"undefined","DATAERA","Business Software and services","2018","06/2019","","Support companies in the control, analysis and visualization of their data. Helping them to enhance their information capital to increase their revenues and overall performance using new Big Data and Data Analytics technologies.","Hedi ZouariMaher HENI","n.a.","n.a."
"undefined","Neopolis Development","Business Software and services","2018","06/2019","","Offshore development and publishing of digitalization and robotization solutions for the insurance and banking sectors.","Achraf KhelilJacquesYves Foucou","n.a.","n.a."
"undefined","PROSUMERS","Environment","2019","12/2019","","PROSUMERS is a SAAS solution for studies and simulation of renewable energy projects.","Haytham Zouari","n.a.","n.a."
"undefined","Bouquiniste.tn","Commerce and shopping","2019","08/2020","","Bouquiniste is an online service that offers users a solution to sell and buy new or used books with delivery.","Youssef BayouliRayen Manaa","n.a.","n.a."
"undefined","Relead","Ad Tech and Creative Tech","2021","12/2022","","Relead democratizes Internet access for everyone by offering an accessible, free and secure solution.
 Relead's concept is to deliver a free Wi-Fi connection conditional on the viewing of an 8-second advertising sequence.
 The objective of the business model is to create and manage a high volume of Wi-Fi connections, across a wide range of sites, on a daily basis. 
 This core platform, combined with the demographic information of Wi-Fi users, allows Relead to offer institutional (national organizations, awareness campaigns...) and private digital advertisers a targeted, proximity communication channel, compliant with GDPR regulations.","Hadhami RjibaRayen Cherni","n.a.","n.a."
"undefined","Legaltech","Fintech","2022","05/2022","","Legaltech.tn is a platform for monitoring legal announcements published in the JORT and in newspapers and allows subscribers to carry out searches and create alerts in real time according to specific criteria, any subscriber can be assisted online by a legal professional, and debt collection.","Maher ChafiiAhmed BattikhMourad Chafiaa","n.a.","n.a."
"undefined","wireless services","Mobility","2019","05/2020","","WISER applications are digital applications for connecting: 1. passengers and cab drivers 2. product suppliers (restaurant, supermarket, store ....) and customers","Majdouline MansourMajed Jabri Sahbi Mansour","n.a.","n.a."
"undefined","ESKY PROFESSIONAL SERVICES","Business Software and services","2017","02/2020","","A cloud based global e-commerce logistic platform offering multi-warehousing, order fulfillment, shipping, return management and more.","Kais Khadhraoui","n.a.","n.a."
"undefined","Alifa","HealthTech","2023","06/2023","","Alifa allows pet owners to connect and collaborate online. It thus facilitates the exchange of information, advice, services and even experiences between them. This creates an online community dedicated to the health and well-being of pets in Tunisia.","Olfa AbidKarim Gharbi","contact@alifa.tn","55800300"
"undefined","Pwn & Patch","Security","2021","11/2021","","Oktoboot is a security monitoring platform that monitors the dark web and continuously scans the various data leaks it contains.","rim ben brahimOussama Lessis","n.a.","n.a."
"undefined","ONWIREWAY","Consumer products and services","2022","08/2022","","ONWIREWAY provide an IoT Energy Optimization Solutions that offers to customers a real time monitoring system including energy consumption and billing using Cloud and local dashboards, also it offers a remote command system of any type of electrical devices ANYTIME AND ANYWHERE.","Marouen JlassiKhaled JelassiMahdi MhiriMokhtar Hichri","n.a.","n.a."
"undefined","seekmake","Commerce and shopping","2019","12/2019","","SeekMake, an ORBITECH product, is a platform that offers customers the possibility to benefit from the services of CNC machines. Thus, the owners of the machines have the possibility to choose and to concretize the orders of our customers according to their feasibility, the estimated time and the geographical location.","Adel Ayari","n.a.","n.a."
"undefined","Sentinel Data","HealthTech","2017","02/2020","","Sentinel Data offers a state-of-the-art solution for the collection, securing, processing, analysis and exploitation of pharmaceutical data.","Walid MNIFOussama ELKACEHAymen Fourti","n.a.","n.a."
"undefined","Salaire.tn","Business Software and services","2020","06/2020","","Innov'Edtion is the publisher of the SALARY.TN portal which gives visibility to economic actors (university, job seekers, employees, companies, etc.) on the evolution of salaries by sector of activity, type of degree, etc.","Fedi BelkacemCyrine Bouaziz","n.a.","n.a."
"undefined","LIFEYE","Agritech","2018","06/2019","","Lifeye's vision is to bridge the gaps between breeders, veterinarians, financial institutions, insurers, animal pharmaceutical companies, government organizations and NGOs with two solutions, MooMe and VetoMe.","Ahmed Ben AchballahBassem BoujelbenZied ChabchoubTarek BlaiechAMohamed KallelAchraf ChabbouhAhmed Ben SaidRateb Jabbar","n.a.","n.a."
"undefined","Deliv's","FoodTech & New Food","2021","10/2021","","Deliv's is a meal delivery platform, through our website or a mobile application","Sinda Bououn","n.a.","n.a."
"undefined","Insight+","Fintech","2019","06/2019","","Insight+ has designed and developed the first manual foreign exchange cloud application (BBE) in Tunisia dedicated to foreign exchange offices.","Adel JenniImed KoukiMohamed Ali JenniHamdi MezoughiSabri Ameri","n.a.","n.a."
"undefined","iSporit","Wellness","2020","09/2020","","TheMazeGroup offers a platform that digitizes the work of sports clubs, coaches' schedules, players' performances and facilitates communication between the various stakeholders","Mohamed Hedi AchourYosr NaijaYassine AchourKarim ZehaniMohamed Wassim Benzarti","n.a.","n.a."
"undefined","Tchou-Tchou Your school bus tracking App","Mobility","2020","12/2020","","BUS APP offers cloud solutions for the management of transport fleets.","Narjes Ben SlimaneMohamed Ali BelajouzaBacem Bergaoui","n.a.","n.a."
"undefined","Access Aligner","HealthTech","2019","08/2020","","Access Aligner specializes in the manufacture of orthodontic treatments using invisible aligners.","Hind Ben SalemWassim ToukabriSofiane Gritli","n.a.","n.a."
"undefined","DCX","TravelTech","2018","02/2020","","DCX creates digital cultural experiences through the reconstruction of historical sites and virtual reality tours and games.","Mohamed Ali MidaniMaya Boureghda","n.a.","n.a."
"undefined","Kamioun","Mobility","2019","01/2020","","Kriga Technologies is a platform of connection between carriers and shippers for road freight in Tunisia.","Fares BelghithAbdelrahmen Ghariani","n.a.","n.a."
"undefined","invented technology","Ad Tech and Creative Tech","2020","06/2021","","Invented technology is specialized in the development of digital solutions in virtual and mixed augmented reality in the fields of culture and heritage.","Mohamed BayouliEmna Ben Jeddi","n.a.","n.a."
"undefined","Société NSIJA","Ad Tech and Creative Tech","2019","07/2020","","Nsija is an integrated handloom platform, focusing mainly on the weaving of home linen and lifestyle textile products for export.","Hassine LabaiedMalek HamzaNedhir Jemmali","n.a.","n.a."
"undefined","VME Internationale","Business Software and services","2019","01/2020","","Our objective is to put digital technology at the service of collective well-being.                              VME Internationale is a platform (web and mobile) of ""Management of the syndicates of co-ownerships"" to put the digital at the service of the collective wellbeing.","Foued Ben BabisMontassar Gharssa","n.a.","n.a."
"undefined","KALYS","Commerce and shopping","2017","02/2020","","KALYS is an online sales platform for decorative handmade objects with Mediterranean influences.","Sonia HachichaHugues Blin","n.a.","n.a."
"undefined","Chill&Lit","Commerce and shopping","2019","11/2021","","Chill&Lit is a fashion marketplace that offers fashion brands and boutiques a targeted audience to sell their inventory online.","Fares KottiMakrem Kotti","n.a.","n.a."
"undefined","WorkPoint / X-Point","Business Software and services","2021","12/2021","","WorkPoint est une plateforme permettant de gérer les différentes interactions entre les employés et l'environnement de travail offrant une vue 360° de l’employé.","Amira Hasnaoui Montassar Bach Ouerdiane","n.a.","n.a."
"undefined","X-Mall","Commerce and shopping","2023","04/2023","","X–Mall is a virtual shopping center, intended for employees of large companies. Employees who are members of X-Mall will benefit from a payment facility of up to 12 months, and will pay for their purchases by salary deduction.
 
 X-Mall  includes Tunisian and international brands and allow employees of large companies easy purchases, fast and immediate deliveries, with preferential prices negotiated in their favour.","Wael EL AMRIHelmi bouraoui Cherif","wael.amri@x-mall.tn","98613800"
"undefined","Tiktak PRO","Business Software and services","2021","10/2021","","Welinco offers Tiktak PRO a platform that allows the creation of online stores, through which the user can sell its products on the market.","Zied Bouhejba","n.a.","n.a."
"undefined","Makerfy","Business Software and services","2018","11/2021","","Makerfy is a SaaS platform for small businesses, allowing to create an e-commerce/service in 30 minutes.","Hani Hamrounidavid di majo","n.a.","n.a."
"undefined","OTO TRAVEL","Mobility","2017","09/2019","","OTO is a company providing car transportation services to individuals via a mobile application with private driver and VIP treatment.","Elyes ElloumiAli ABid","n.a.","n.a."
"undefined","Carpet Plus","Commerce and shopping","2019","06/2020","","Carpet Plus is a collaborative platform for the design and sale of custom handmade carpets.","Mourad ElfelahMoncef Ben RejebAmani Abidi","n.a.","n.a."
"undefined","robotdot","Advanced Manufacturing & Robotics","2021","11/2021","","robotdot is an intelligent, autonomous and mobile robot dedicated to the semiconductor industry, it automates and optimizes component testing.","Mohamed Ghazi Baccouchehabib gafsi","n.a.","n.a."
"undefined","Amonak","Commerce and shopping","2020","11/2020","","Amonak is a social network dedicated to e-commerce that targets individuals, businesses and independent entrepreneurs.","Jean Philippe KokoraJoseph Adai","n.a.","n.a."
"undefined","MONSAPO","Environment","2021","06/2022","","MONSAPO is an innovative start-up aiming to revolutionize the cleaning industry by adopting an eco-friendly approach. We stand out by using hazardous and non-hazardous waste according to the principles of circular economy. Additionally, we use recycled cooking oil to produce detergents, reducing CO2 emissions and production costs.
 
 Our production process is based on cutting-edge technology, with patented modular containers and digital twin manufacturing systems. We have also integrated machine learning into our processes to optimize resource use and minimize waste.
 
 We are committed to offering environmentally friendly cleaning products at affordable prices through our sustainable business model and use of technology.","Sabrine ChennaouiAmir fouratiHatem Hamdi","hola@monsapo.com","52532107"
"undefined","IJA SOLUTION","Ad Tech and Creative Tech","2019","07/2020","","ija is a mobile reservation and ticketing application for event organizers, food & beverage professionals and individuals.","Hatem Drira","n.a.","n.a."
"undefined","DATASCAI","Business Software and services","2017","08/2020","","PNRGain is an application for travel agencies to optimize their sales in ticketing thanks to algorithms and artificial intelligence.","Mohamed Karim Bouaziz","n.a.","n.a."
"undefined","Provectus Technology","Advanced Manufacturing & Robotics","2021","10/2021","","Provectus is a SCADA for photovoltaic installations, built around a core of artificial intelligence, exploiting technology: IoT, to optimize the performance and efficiency of solar-energy","Kamel JemliDhia JemliMonji Jemli","n.a.","n.a."
"undefined","Caprigène Impact Investing","Agritech","2020","11/2020","","Produce and disseminate genetic material in the form of animals, male and female, genetically improved and by means of biotechnology, artificial insemination.","Mongi Kaddoussi","n.a.","n.a."
"undefined","LASERSEVEN","Advanced Manufacturing & Robotics","2021","07/2022","","LaserSeven is a B2B startup which has developed a complete online service for the supply of custom metal parts from quotation all the way to product delivery, including manufacturing and logistics. Being an intermediary, LaserSeven covers this entire process.","Mohamed Boudabbous","n.a.","n.a."
"undefined","floraison natural beauty","HealthTech","2018","08/2020","","Floraison Natural Beauty develops cosmetic care products while promoting Tunisian medicinal and aromatic plants.","Khawla Chedly","n.a.","n.a."
"undefined","Fantastic Mall","Commerce and shopping","2020","12/2020","","Fantastic Mall is a marketplace based on live-shopping and video-shopping. It is an e-commerce platform that connects sellers and customers in order to provide online sales and logistics services to online buyers.","Mohamed TorkhaniTalel MouaadaMohamed El kamelSaber Ben AhmedSahbi Ben Fredj","n.a.","n.a."
"undefined","Analytix-YS","Fintech","2021","10/2021","","Analytix is a business intelligence platform offering exploration possibilities on processed and enriched enterprise data presented in Dashboard format through the use of Business Intelligence and Data Science.","mariam ouanesAhmed BechaInes El AyebAmine Gara","n.a.","n.a."
"undefined","Click and win","Business Software and services","2021","11/2021","","isondf is a data provider with a paid survey platform for creating marketing research.","firas yousfiabdessalem bazinemaalawi mehdi","n.a.","n.a."
"undefined","ROBOGRAF","Ad Tech and Creative Tech","2018","08/2020","","Robograf is a photo booth operating system connected to social networks for event management.","Ismail Benmiled","n.a.","n.a."
"undefined","Elco Solutions","Advanced Manufacturing & Robotics","2016","12/2020","","ELCO Solutions offers a customized MES that allows to visualize, track and evaluate performance indicators of production lines.","Wajdi Darmoul","n.a.","n.a."
"undefined","Kinko","TravelTech","2020","02/2022","","Kinko is a Real Time booking platform between Hotels / Guesthouses and Travel Agencies.
 
 We help Hotels / Guesthouses to:
 - Boost their sales by digitalizing the reservation process.
 - Improve and optimize their distribution strategy.
 - Secure room reservation transactions via our integrated online payment kit.
 
 We offer Travel Agencies:
 - Free access and direct contact with Hotels and Guest Houses
 - The best market prices with real-time availability.
 
 Kinko is a brand of Dynamic Rate Solutions provider of reservation management technology solutions for the hospitality industry.","Bilel BarouniNoureddine Ben TaharMohamed Bilel KedidiAtef Turki","bilel.barouni@kinkobooking.com","+21629850065"
"undefined","Doqtoor","HealthTech","2020","07/2020","","doqtoor.com is a telemedicine platform that provides teleconsultation and teleassistance to members of partner insurance companies.","Mohamed Ben HmidaAhmed Abida","n.a.","n.a."
"undefined","Ste Magicube Industrie","Advanced Manufacturing & Robotics","2020","03/2021","","Magicube Industire recycles maritime containers in order to provide economical and ecological solutions related to construction.","Walid Chaabene","n.a.","n.a."
"undefined","GoPayzi","Fintech","2020","02/2022","","Gopayzi is an innovative Fintech that aims to cover the entire value chain of the electronic payment.","Marouan OmezzineHoussem Charfi","n.a.","n.a."
"undefined","Raheeq - رحيق","Agritech","2020","10/2020","","Aasla provides beekeepers with a new hive system to harvest their honey in less time, with less effort and less expense.","Hamza Nechi","n.a.","n.a."
"undefined","Pure Beauty Labs","HealthTech","2020","11/2021","","Pure Beauty Labs is a cosmetic laboratory specialized in natural hair and skin care products.","Yassine Zrelli","n.a.","n.a."
"undefined","AUZY","HealthTech","2021","06/2022","","Auzy is a medico-psycho-social support platform that ensures organizing personalized care for children with neurodevelopmental disorders, including informing, detecting, diagnosing, treating and supporting.","Abid KhouloudAhmed Sahabسلمى بن براهيمAmine Belkacem","n.a.","n.a."
"undefined","أقضيلي","Mobility","2022","08/2022","","A mobile application links people, who need services and have no time, with cyclists who are free and need jobs.","Mohamed Alaya BouabdaSofiene HaouasSahbi HelaliMohamed Ali Nakouri","support@aqdhili.tn","50328375"
"undefined","School Upgrader","EdTech","2020","09/2020","","School Upgrader offers an E-learning solution (LMS & Live Classroom) for any educational organization, with a monthly fee and the possibility of custom development.","Khalil Ben ZinebOussama Ben Zineb","n.a.","n.a."
"undefined","Z-Partners","Business Software and services","2021","11/2021","","A solution for the realization of forecasted financial statements of a company and the positioning of its indicators in relation to its comparables of the sector","Maher Zaanouni","maher.zaanouni@capxvalue.com","25264747"
"undefined","Relead","Ad Tech and Creative Tech","2021","12/2022","","Relead democratizes Internet access for everyone by offering an accessible, free and secure solution.
 Relead's concept is to deliver a free Wi-Fi connection conditional on the viewing of an 8-second advertising sequence.
 The objective of the business model is to create and manage a high volume of Wi-Fi connections, across a wide range of sites, on a daily basis. 
 This core platform, combined with the demographic information of Wi-Fi users, allows Relead to offer institutional (national organizations, awareness campaigns...) and private digital advertisers a targeted, proximity communication channel, compliant with GDPR regulations.","Hadhami RjibaRayen Cherni","n.a.","n.a."
"undefined","Sprindt","Fintech","2020","12/2020","","Sprindt is a solution that offers a dashboard and a web platform to manage the end-to-end pre-sales process for companies with an active sales department.","Habib WenishRamzi HamrouniHédi Akrout","n.a.","n.a."
"undefined","Tajrabti","TravelTech","2020","11/2021","","Tajrabti is a marketplace that connects experts, enthusiasts or professionals in their field with participants or travelers.","akram bouslama","n.a.","n.a."
"undefined","SOAR","HealthTech","2020","12/2020","","SOAR allows to uberize paramedical services and to order them at home, to be treated by professionals and to pay online.","Aymen TalbiNour Boumaiza","n.a.","n.a."
"undefined","HUBS TRAVEL","TravelTech","2022","10/2022","","Hubs travel is the first E-tourism platform on the market which gives access to our main customers (travel agencies, hotels, etc.) to put their offer on our platform on a periodic basis depending on the type of contract chosen to make it easier for end consumers to have notifications quickly upon registration according to the choice and the budget defined in advance without wasting time on the internet","Hatem Ben BrahimWafa Ghrir","n.a.","n.a."
"undefined","Elevage des abeilles pour la collecte de leurs venins pour des fins cosmétiques et thérapeutiques","HealthTech","2023","03/2023","","null","Chedly Ellijimi","n.a.","n.a."
"undefined","AVOPRO","Business Software and services","2020","12/2020","","AvoPro is a platform for the management of law firms and connect with customers through a directory and a forum","Hamza GassemHatem HamdiAbdel Karim Ben Abdel Malek","n.a.","n.a."
"undefined","Tryppy","Mobility","2022","08/2022","","null","Mohamed Amine MzoughiYassine KardounSkander SaidiGuesmi Marwen","n.a.","n.a."
"undefined","Be Smart Travel","TravelTech","2020","05/2021","","Be Smart Travel offers a SAAS platform for the tourism industry through market measurement, business analytics and offer management tools.","Wissem Ben AmeurYassine AbidDriss NadhemFiras MakniDorra BarkallahTaieb KerkenyKhedhiri Salah","n.a.","n.a."
"undefined","Smarketyrs","Business Software and services","2020","06/2021","","Smarketyrs is a SaaS tool for Inbound Marketing based on AI, it amplifies conversion and visitor engagement with real-time monitoring using native artificial intelligence.","Mohamed BahriHayet RaisJeremy Rochot","n.a.","n.a."
"undefined","fripeji.tn","Commerce and shopping","2020","03/2021","","friepji.tn is an online platform for the sale of used clothes (fripe), it consists in creating a meeting space between sellers (suppliers, individuals) and buyers to simplify the sale and delivery to avoid the congestion of markets.","Ahmed OuertaniAbdelkader SellamiAhmed FerjaniMohamed Salah Elbach","n.a.","n.a."
"undefined","HackUp","Business Software and services","2020","10/2020","","A platform to validate skills and to put the company in contact with the developer through automatic matching based on online technical tests and by organizing hackathons.","Ghanmi AyhemMohamed Aziz Najjar","n.a.","n.a."
"undefined","WARENA","Ad Tech and Creative Tech","2021","03/2021","","Warena is a platform whose goal is to democratize E-Sport for amateurs allowing the organization of structured tournaments and the analysis of gamers' data","Naziha OuanesMohamed BoumizaMed Amine Jebabli","n.a.","n.a."
"undefined","TAWA Digital Talents","Ad Tech and Creative Tech","2020","05/2021","","TAWA Digital Talents is a platform that connects Digital Content Creators and Advertisers to manage Marketing and Communication campaigns.","Mohamed Salah Mbarek","n.a.","n.a."
"undefined","Linkivia","HealthTech","2020","03/2023","","Linkivia is a matching platform for medical analysis laboratories operating in SAAS mode. It digitizes the entire value chain of exchanges between medical analysis laboratories. These exchanges are:
 
 1-Subcontracting Medical Analysis to each other: We discharge our clients from subcontract management by offering an automated process from the registration of the application on the platform to the receipt of the results. We also take care of transporting analytics from laboratory A to laboratory B with real-time temperature and demand tracking.
 
 The exchange of their consumable products (mostly reactive): we offer a Market Place with the delivery and tracking of the products exchanged between:
 On the one hand, ""seller labs"" with an excess stock of consumables and whose expiration date is imminent. 
 
 On the other hand, “buyer labs” have a need for quantities suitable for their activities and cannot supply them from suppliers.","Khadija AttiaNaoufel Nabli","khadijaattia@linkivia.com","29511505"
"undefined","AfiaTech","HealthTech","2020","09/2020","","AfiaTech offers technological solutions to facilitate the daily life of healthcare professionals.","Laith Glissa","n.a.","n.a."
"undefined","Autoween","Business Software and services","2020","05/2021","","Platform designed to manage driving schools and connect them with customers through a public directory","Mouheb KraiemMaha Benmohamed","n.a.","n.a."
"undefined","Skills21","EdTech","2021","06/2021","","Skills21 is an Edtech platform offering training cycles in Sales and Growth Hacking for students and corporations.","Hajer KharratRami MestiriMohamed Khalil Liouane","n.a.","n.a."
"undefined","Décotis","Real Estate Tech","2021","11/2021","","A solution to connect end-customers, interior designers and furniture and decoration stores through a marketplace. The solution also offers interior designers a project management tool (calendar, execution tasks, etc.)","Meher HedhliMohamed Barki","n.a.","n.a."
